date,market_location,category,commodity,min_price,max_price,modal_price,rainfall_mm,year,month,day_of_week,day_of_month,is_weekend,price_lag_1,price_lag_3,price_lag_7,price_lag_14,rolling_mean_7,rolling_std_7,rolling_mean_30,price_spread
2025-07-27,North Mandi,Grain,Rice,33.66,41.14,37.4,3.79,2025,7,6,27,1,29.86,33.31,41.95,39.52,35.1,4.409107997467693,35.84066666666667,7.480000000000004
2025-07-28,North Mandi,Grain,Rice,33.6,41.06,37.33,17.68,2025,7,0,28,0,37.4,38.73,37.73,38.65,34.449999999999996,3.4653378863635798,35.595666666666666,7.460000000000001
2025-07-29,North Mandi,Grain,Rice,33.56,41.02,37.29,1.69,2025,7,1,29,0,37.33,29.86,32.55,34.63,34.392857142857146,3.405009614698702,35.35166666666667,7.460000000000001
2025-07-30,North Mandi,Grain,Rice,31.75,38.81,35.28,4.43,2025,7,2,30,0,37.29,37.4,31.57,34.7,35.07,3.4484827581609814,35.19833333333334,7.060000000000002
2025-07-31,North Mandi,Grain,Rice,31.76,38.82,35.29,5.7,2025,7,3,31,0,35.28,37.33,33.31,32.96,35.6,3.0870698080866785,35.16433333333334,7.059999999999999
2025-08-01,North Mandi,Grain,Rice,29.13,35.61,32.37,6.32,2025,8,4,1,0,35.29,37.29,38.73,36.14,35.88285714285714,2.928934472271019,35.21366666666667,6.48
2025-08-02,North Mandi,Grain,Rice,27.22,33.28,30.25,3.2,2025,8,5,2,1,32.37,35.28,29.86,40.7,34.97428571428571,2.8846539777638482,35.117,6.060000000000002
2025-08-03,North Mandi,Grain,Rice,25.32,30.94,28.13,3.94,2025,8,6,3,1,30.25,35.29,37.4,41.95,35.029999999999994,2.7709384691833616,34.84666666666667,5.620000000000001
2025-08-04,North Mandi,Grain,Rice,32.31,39.49,35.9,7.11,2025,8,0,4,0,28.13,32.37,37.33,37.73,33.705714285714286,3.5540017686304815,34.68566666666666,7.18
2025-08-05,North Mandi,Grain,Rice,24.4,29.82,27.11,5.59,2025,8,1,5,0,35.9,30.25,37.29,32.55,33.50142857142857,3.3459648761427454,34.63466666666667,5.420000000000002
2025-08-06,North Mandi,Grain,Rice,29.48,36.04,32.76,3.53,2025,8,2,6,0,27.11,28.13,35.28,31.57,32.04714285714285,3.625496353538859,34.49766666666667,6.559999999999999
2025-08-07,North Mandi,Grain,Rice,25.66,31.36,28.51,3.16,2025,8,3,7,0,32.76,35.9,35.29,33.31,31.687142857142856,3.3668715166343226,34.336,5.699999999999999
2025-08-08,North Mandi,Grain,Rice,27.94,34.14,31.04,5.52,2025,8,4,8,0,28.51,27.11,32.37,38.73,30.71857142857143,3.1241448353718306,34.18233333333333,6.199999999999999
2025-08-09,North Mandi,Grain,Rice,27.55,33.67,30.61,0.23,2025,8,5,9,1,31.04,32.76,30.25,29.86,30.52857142857143,3.0464483614607873,34.096333333333334,6.120000000000001
2025-08-10,North Mandi,Grain,Rice,27.35,33.43,30.39,22.82,2025,8,6,10,1,30.61,28.51,28.13,37.4,30.580000000000002,3.043999561979738,34.01433333333333,6.079999999999998
2025-08-11,North Mandi,Grain,Rice,27.02,33.02,30.02,3.04,2025,8,0,11,0,30.39,31.04,35.9,37.33,30.90285714285714,2.854807140512887,34.074666666666666,6.0000000000000036
2025-08-12,North Mandi,Grain,Rice,27.21,33.25,30.23,3.55,2025,8,1,12,0,30.02,30.61,27.11,37.29,30.062857142857144,1.8151374078904416,34.089333333333336,6.039999999999999
2025-08-13,North Mandi,Grain,Rice,27.84,34.02,30.93,1.54,2025,8,2,13,0,30.23,30.39,32.76,35.28,30.508571428571425,1.2705829183412025,33.77966666666667,6.180000000000003
2025-08-14,North Mandi,Grain,Rice,27.67,33.81,30.74,3.88,2025,8,3,14,0,30.93,30.02,28.51,35.29,30.247142857142855,0.8481885459750459,33.52233333333333,6.140000000000001
2025-08-15,North Mandi,Grain,Rice,28.76,35.15,31.95,3.69,2025,8,4,15,0,30.74,30.23,31.04,32.37,30.565714285714286,0.37223904250012657,33.39266666666666,6.389999999999997
2025-08-16,North Mandi,Grain,Rice,28.79,35.19,31.99,4.02,2025,8,5,16,1,31.95,30.93,30.61,30.25,30.695714285714285,0.6330312562805248,33.301,6.399999999999999
2025-08-17,North Mandi,Grain,Rice,32.71,39.97,36.34,2.22,2025,8,6,17,1,31.99,30.74,30.39,28.13,30.892857142857142,0.7958373846815084,33.26866666666667,7.259999999999998
2025-08-18,North Mandi,Grain,Rice,24.25,29.63,26.94,2.03,2025,8,0,18,0,36.34,31.95,30.02,35.9,31.742857142857144,2.1664542020369417,33.275333333333336,5.379999999999999
2025-08-19,North Mandi,Grain,Rice,22.27,27.21,24.74,0.83,2025,8,1,19,0,26.94,31.99,30.23,27.11,31.302857142857142,2.795983513814673,32.81666666666667,4.940000000000001
2025-08-20,North Mandi,Grain,Rice,25.99,31.77,28.88,4.47,2025,8,2,20,0,24.74,36.34,30.93,32.76,30.518571428571427,3.7532094202669346,32.243,5.780000000000001
2025-08-21,North Mandi,Grain,Rice,30.87,37.73,34.3,8.12,2025,8,3,21,0,28.88,26.94,30.74,28.51,30.225714285714286,3.7954967050564927,31.948,6.859999999999996
2025-08-22,North Mandi,Grain,Rice,29.82,36.44,33.13,2.89,2025,8,4,22,0,34.3,24.74,31.95,31.04,30.73428571428571,4.102023310281742,32.00633333333333,6.619999999999997
2025-08-23,North Mandi,Grain,Rice,28.04,34.28,31.16,1.49,2025,8,5,23,1,33.13,28.88,31.99,30.61,30.90285714285714,4.183741205690195,32.05833333333333,6.240000000000002
2025-08-24,North Mandi,Grain,Rice,28.69,35.07,31.88,1.19,2025,8,6,24,1,31.16,34.3,36.34,30.39,30.784285714285712,4.159486575459539,31.986666666666665,6.379999999999999
2025-08-25,North Mandi,Grain,Rice,28.08,34.32,31.2,2.54,2025,8,0,25,0,31.88,33.13,26.94,30.02,30.147142857142853,3.447243895663594,31.75833333333333,6.240000000000002
2025-08-26,North Mandi,Grain,Rice,30.41,37.17,33.79,5.24,2025,8,1,26,0,31.2,31.16,24.74,30.23,30.755714285714284,3.1498987134130902,31.803,6.760000000000002
2025-08-27,North Mandi,Grain,Rice,26.32,32.16,29.24,0.95,2025,8,2,27,0,33.79,31.88,28.88,30.93,32.04857142857143,1.864085375114037,31.682666666666663,5.839999999999996
2025-08-28,North Mandi,Grain,Rice,30.08,36.76,33.42,1.67,2025,8,3,28,0,29.24,31.2,34.3,30.74,32.1,1.7643979143038466,31.413,6.68
2025-08-29,North Mandi,Grain,Rice,31.96,39.06,35.51,16.0,2025,8,4,29,0,33.42,33.79,33.13,31.95,31.974285714285713,1.6057382221567078,31.284,7.100000000000001
2025-08-30,North Mandi,Grain,Rice,30.14,36.84,33.49,1.01,2025,8,5,30,1,35.51,29.24,31.16,31.99,32.31428571428571,2.074719717157405,31.291666666666668,6.700000000000003
2025-08-31,North Mandi,Grain,Rice,30.35,37.09,33.72,0.29,2025,8,6,31,1,33.49,33.42,31.88,36.34,32.64714285714286,2.0453664242681944,31.23166666666667,6.740000000000002
2025-09-01,North Mandi,Grain,Rice,34.7,42.42,38.56,2.02,2025,9,0,1,0,33.72,35.51,31.2,26.94,32.91,2.0485767417079006,31.276666666666664,7.719999999999999
2025-09-02,North Mandi,Grain,Rice,27.84,34.02,30.93,0.7,2025,9,1,2,0,38.56,33.49,33.79,24.74,33.96142857142857,2.782082125383974,31.55366666666667,6.180000000000003
2025-09-03,North Mandi,Grain,Rice,25.2,30.8,28.0,1.56,2025,9,2,3,0,30.93,33.72,29.24,28.88,33.55285714285714,3.0119634475743235,31.647,5.600000000000001
2025-09-04,North Mandi,Grain,Rice,30.28,37.0,33.64,6.5,2025,9,3,4,0,28.0,38.56,33.42,34.3,33.37571428571429,3.32779635365936,31.383666666666667,6.719999999999999
2025-09-05,North Mandi,Grain,Rice,25.25,30.87,28.06,1.72,2025,9,4,5,0,33.64,30.93,35.51,33.13,33.40714285714286,3.3293228254692337,31.601333333333333,5.620000000000001
2025-09-06,North Mandi,Grain,Rice,27.28,33.34,30.31,6.77,2025,9,5,6,1,28.06,28.0,33.49,31.16,32.34285714285714,3.7136537008078183,31.444666666666667,6.060000000000002
2025-09-07,North Mandi,Grain,Rice,29.84,36.48,33.16,0.91,2025,9,6,7,1,30.31,33.64,33.72,31.88,31.888571428571428,3.7443131482797583,31.504666666666665,6.639999999999997
2025-09-08,North Mandi,Grain,Rice,28.18,34.44,31.31,4.59,2025,9,0,8,0,33.16,28.06,38.56,31.2,31.80857142857143,3.7044317088743846,31.575333333333333,6.259999999999998
2025-09-09,North Mandi,Grain,Rice,26.97,32.97,29.97,2.44,2025,9,1,9,0,31.31,30.31,30.93,33.79,30.77285714285714,2.2171581982776982,31.598666666666666,6.0
2025-09-10,North Mandi,Grain,Rice,29.98,36.64,33.31,4.51,2025,9,2,10,0,29.97,33.16,28.0,29.24,30.635714285714283,2.2354332700309834,31.584666666666667,6.66
2025-09-11,North Mandi,Grain,Rice,22.14,27.06,24.6,1.52,2025,9,3,11,0,33.31,31.31,33.64,33.42,31.39428571428571,2.0880521796069997,31.69433333333333,4.919999999999998
2025-09-12,North Mandi,Grain,Rice,23.99,29.33,26.66,11.5,2025,9,4,12,0,24.6,29.97,28.06,35.51,30.102857142857143,3.0442388993293377,31.506666666666664,5.34
2025-09-13,North Mandi,Grain,Rice,30.07,36.75,33.41,1.5,2025,9,5,13,1,26.66,33.31,30.31,33.49,29.90285714285714,3.2404820335134086,31.36433333333333,6.68
2025-09-14,North Mandi,Grain,Rice,23.35,28.53,25.94,4.12,2025,9,6,14,1,33.41,24.6,33.16,33.72,30.345714285714287,3.5063221811600105,31.453333333333333,5.18
2025-09-15,North Mandi,Grain,Rice,30.52,37.3,33.91,2.57,2025,9,0,15,0,25.94,26.66,31.31,38.56,29.314285714285717,3.6011334194613225,31.252999999999997,6.779999999999998
2025-09-16,North Mandi,Grain,Rice,28.11,34.35,31.23,9.74,2025,9,1,16,0,33.91,33.41,29.97,30.93,29.685714285714287,3.957713385036186,31.317,6.240000000000002
2025-09-17,North Mandi,Grain,Rice,26.96,32.94,29.95,15.87,2025,9,2,17,0,31.23,25.94,33.31,28.0,29.865714285714287,4.001211721228285,31.146666666666665,5.979999999999997
2025-09-18,North Mandi,Grain,Rice,26.74,32.68,29.71,11.45,2025,9,3,18,0,29.95,33.91,24.6,33.64,29.385714285714283,3.710107173397358,31.247,5.940000000000001
2025-09-19,North Mandi,Grain,Rice,27.74,33.9,30.82,6.42,2025,9,4,19,0,29.71,31.23,26.66,28.06,30.115714285714287,3.056718595394085,31.412666666666663,6.16
2025-09-20,North Mandi,Grain,Rice,27.23,33.29,30.26,7.81,2025,9,5,20,1,30.82,29.95,33.41,30.31,30.71,2.650251560386834,31.47733333333333,6.059999999999999
2025-09-21,North Mandi,Grain,Rice,26.19,32.01,29.1,5.8,2025,9,6,21,1,30.26,29.71,25.94,33.16,30.26,2.367769696007781,31.342666666666666,5.819999999999997
2025-09-22,North Mandi,Grain,Rice,25.19,30.79,27.99,0.87,2025,9,0,22,0,29.1,30.82,33.91,31.31,30.71142857142857,1.5755785029782365,31.208333333333332,5.599999999999998
2025-09-23,North Mandi,Grain,Rice,28.13,34.39,31.26,2.31,2025,9,1,23,0,27.99,30.26,31.23,29.97,29.865714285714287,1.0850016458180889,31.102666666666668,6.260000000000002
2025-09-24,North Mandi,Grain,Rice,24.2,29.58,26.89,6.61,2025,9,2,24,0,31.26,29.1,29.95,33.31,29.87,1.0913294644603853,31.082,5.379999999999999
2025-09-25,North Mandi,Grain,Rice,25.85,31.59,28.72,7.11,2025,9,3,25,0,26.89,27.99,29.71,24.6,29.43285714285714,1.5643072405561704,30.938333333333333,5.739999999999998
2025-09-26,North Mandi,Grain,Rice,25.83,31.57,28.7,3.06,2025,9,4,26,0,28.72,31.26,30.82,26.66,29.291428571428572,1.5797513366709266,30.769333333333336,5.740000000000002
2025-09-27,North Mandi,Grain,Rice,29.38,35.9,32.64,1.33,2025,9,5,27,1,28.7,26.89,30.26,33.41,28.98857142857143,1.4343921891798608,30.75133333333333,6.52
2025-09-28,North Mandi,Grain,Rice,28.41,34.73,31.57,9.65,2025,9,6,28,1,32.64,28.72,29.1,25.94,29.328571428571426,1.9685902618490523,30.72533333333333,6.319999999999997
2025-09-29,North Mandi,Grain,Rice,29.2,35.7,32.45,0.31,2025,9,0,29,0,31.57,28.7,27.99,33.91,29.68142857142857,2.1351145837433756,30.593999999999998,6.5000000000000036
2025-09-30,North Mandi,Grain,Rice,29.43,35.97,32.7,2.44,2025,9,1,30,0,32.45,32.64,31.26,31.23,30.318571428571428,2.2103802732517375,30.55933333333333,6.539999999999999
2025-10-01,North Mandi,Grain,Rice,26.71,32.65,29.68,0.06,2025,10,2,1,0,32.7,31.57,26.89,29.95,30.524285714285718,2.373582785178295,30.525333333333332,5.939999999999998
2025-10-02,North Mandi,Grain,Rice,24.75,30.25,27.5,0.82,2025,10,3,2,0,29.68,32.45,28.72,29.71,30.922857142857143,1.8346726709479804,30.229333333333333,5.5
2025-10-03,North Mandi,Grain,Rice,27.46,33.56,30.51,0.4,2025,10,4,3,0,27.5,32.7,28.7,30.82,30.74857142857143,2.1152968946179893,30.115000000000002,6.100000000000001
2025-10-04,North Mandi,Grain,Rice,28.55,34.89,31.72,1.39,2025,10,5,4,1,30.51,29.68,32.64,30.26,31.00714285714286,1.925233442864374,30.198666666666668,6.34
2025-10-05,North Mandi,Grain,Rice,27.78,33.96,30.87,1.7,2025,10,6,5,1,31.72,27.5,31.57,29.1,30.875714285714288,1.823923035134656,30.134666666666668,6.18
2025-10-06,North Mandi,Grain,Rice,30.51,37.29,33.9,0.27,2025,10,0,6,0,30.87,30.51,32.45,27.99,30.775714285714287,1.798525851383515,30.228333333333335,6.779999999999998
2025-10-07,North Mandi,Grain,Rice,27.6,33.74,30.67,0.74,2025,10,1,7,0,33.9,31.72,32.7,31.26,30.982857142857142,2.084296158464547,30.348000000000003,6.140000000000001
2025-10-08,North Mandi,Grain,Rice,27.53,33.65,30.59,1.4,2025,10,2,8,0,30.67,30.87,29.68,26.89,30.692857142857147,1.941920992949168,30.264999999999997,6.119999999999997
2025-10-09,North Mandi,Grain,Rice,31.86,38.94,35.4,0.32,2025,10,3,9,0,30.59,33.9,27.5,28.72,30.822857142857146,1.8926499437358648,30.241,7.079999999999998
2025-10-10,North Mandi,Grain,Rice,30.29,37.03,33.66,0.09,2025,10,4,10,0,35.4,30.67,30.51,28.7,31.951428571428576,1.935884195670644,30.422,6.740000000000002
2025-10-11,North Mandi,Grain,Rice,29.32,35.84,32.58,0.48,2025,10,5,11,1,33.66,30.59,31.72,32.64,32.401428571428575,1.910928470416267,30.433666666666667,6.520000000000003
2025-10-12,North Mandi,Grain,Rice,29.95,36.61,33.28,0.26,2025,10,6,12,1,32.58,35.4,30.87,31.57,32.52428571428571,1.8873160585237865,30.699666666666666,6.66
2025-10-13,North Mandi,Grain,Rice,27.65,33.79,30.72,1.44,2025,10,0,13,0,33.28,33.66,33.9,32.45,32.86857142857143,1.750070746869262,30.920333333333335,6.140000000000001
2025-10-14,North Mandi,Grain,Rice,27.08,33.1,30.09,1.79,2025,10,1,14,0,30.72,32.58,30.67,32.7,32.41428571428572,1.8477180263129271,30.830666666666666,6.020000000000003
2025-10-15,North Mandi,Grain,Rice,29.07,35.53,32.3,0.69,2025,10,2,15,0,30.09,33.28,30.59,29.68,32.33142857142857,1.9491915295956521,30.969,6.460000000000001
2025-10-16,North Mandi,Grain,Rice,30.07,36.75,33.41,0.15,2025,10,3,16,0,32.3,30.72,35.4,27.5,32.575714285714284,1.7956786752539473,30.915333333333333,6.68
2025-10-17,North Mandi,Grain,Rice,31.97,39.07,35.52,0.43,2025,10,4,17,0,33.41,30.09,33.66,30.51,32.291428571428575,1.3844665467418966,30.988,7.100000000000001
2025-10-18,North Mandi,Grain,Rice,27.02,33.02,30.02,1.21,2025,10,5,18,1,35.52,32.3,32.58,31.72,32.55714285714286,1.8054059034439713,31.17366666666667,6.0000000000000036
2025-10-19,North Mandi,Grain,Rice,27.7,33.86,30.78,1.48,2025,10,6,19,1,30.02,33.41,33.28,30.87,32.191428571428574,2.0435787936152807,31.184,6.16
2025-10-20,North Mandi,Grain,Rice,31.51,38.51,35.01,1.05,2025,10,0,20,0,30.78,35.52,30.72,33.9,31.834285714285716,2.0400805306233156,31.182666666666666,6.9999999999999964
2025-10-21,North Mandi,Grain,Rice,32.17,39.31,35.74,0.8,2025,10,1,21,0,35.01,30.02,30.09,30.67,32.44714285714286,2.2798370869114724,31.341,7.140000000000001
2025-10-22,North Mandi,Grain,Rice,33.45,40.89,37.17,0.6,2025,10,2,22,0,35.74,30.78,32.3,30.59,33.254285714285714,2.306236885367278,31.562333333333335,7.439999999999998
2025-10-23,North Mandi,Grain,Rice,24.17,29.54,26.85,0.65,2025,10,3,23,0,37.17,35.01,33.41,35.4,33.95,2.6753940519731763,31.868333333333332,5.369999999999997
2025-10-24,North Mandi,Grain,Rice,25.74,31.46,28.6,0.77,2025,10,4,24,0,26.85,35.74,35.52,33.66,33.01285714285715,3.8060728416821497,31.721333333333334,5.720000000000002
2025-10-25,North Mandi,Grain,Rice,27.42,33.52,30.47,0.57,2025,10,5,25,1,28.6,37.17,30.02,32.58,32.02428571428572,3.9425831512806027,31.778333333333332,6.100000000000001
2025-10-26,North Mandi,Grain,Rice,25.17,30.77,27.97,0.41,2025,10,6,26,1,30.47,26.85,30.78,33.28,32.08857142857143,3.907972315542603,31.836666666666666,5.599999999999998
2025-10-27,North Mandi,Grain,Rice,31.28,38.22,34.75,3.59,2025,10,0,27,0,27.97,28.6,35.01,30.72,31.687142857142856,4.198327898444436,31.812333333333335,6.939999999999998
2025-10-28,North Mandi,Grain,Rice,28.29,34.57,31.43,0.01,2025,10,1,28,0,34.75,30.47,35.74,30.09,31.650000000000002,4.165049019319348,31.882666666666662,6.280000000000001
2025-10-29,North Mandi,Grain,Rice,29.64,36.22,32.93,7.44,2025,10,2,29,0,31.43,27.97,37.17,32.3,31.034285714285716,3.758376675919386,31.878,6.579999999999998
2025-10-30,North Mandi,Grain,Rice,28.88,35.3,32.09,2.1,2025,10,3,30,0,32.93,34.75,26.85,33.41,30.428571428571427,2.832280756866061,31.894,6.419999999999998
2025-10-31,North Mandi,Grain,Rice,32.18,39.33,35.75,0.82,2025,10,4,31,0,32.09,31.43,28.6,35.52,31.177142857142854,2.386159496525071,31.87366666666667,7.149999999999999
2025-11-01,North Mandi,Grain,Rice,32.85,40.15,36.5,0.71,2025,11,5,1,1,35.75,32.93,30.47,30.02,32.19857142857143,2.618163660350662,32.076,7.299999999999997
2025-11-02,North Mandi,Grain,Rice,31.93,39.03,35.48,0.39,2025,11,6,2,1,36.5,32.09,27.97,30.78,33.059999999999995,2.9282702516445873,32.376,7.100000000000001
2025-11-03,North Mandi,Grain,Rice,34.06,41.62,37.84,0.38,2025,11,0,3,0,35.48,35.75,34.75,35.01,34.13285714285714,1.9722974275847271,32.541666666666664,7.559999999999995
2025-11-04,North Mandi,Grain,Rice,30.64,37.46,34.05,0.01,2025,11,1,4,0,37.84,36.5,31.43,35.74,34.574285714285715,2.426855696457629,32.745666666666665,6.82
2025-11-05,North Mandi,Grain,Rice,34.21,41.81,38.01,0.65,2025,11,2,5,0,34.05,35.48,32.93,37.17,34.94857142857143,2.030824369325905,32.85166666666667,7.600000000000001
2025-11-06,North Mandi,Grain,Rice,30.66,37.48,34.07,2.16,2025,11,3,6,0,38.01,37.84,32.09,26.85,35.674285714285716,2.095891672955065,32.98866666666667,6.819999999999997
2025-11-07,North Mandi,Grain,Rice,26.65,32.57,29.61,0.54,2025,11,4,7,0,34.07,34.05,35.75,28.6,35.957142857142856,1.6084745805237368,33.102000000000004,5.920000000000002
2025-11-08,North Mandi,Grain,Rice,29.96,36.62,33.29,1.15,2025,11,5,8,1,29.61,38.01,36.5,30.47,35.08,2.8977232442040353,33.06933333333333,6.659999999999997
2025-11-09,North Mandi,Grain,Rice,31.2,38.14,34.67,0.21,2025,11,6,9,1,33.29,34.07,35.48,27.97,34.621428571428574,2.889535306189311,32.999,6.940000000000001
2025-11-10,North Mandi,Grain,Rice,31.43,38.41,34.92,1.76,2025,11,0,10,0,34.67,29.61,37.84,34.75,34.50571428571429,2.8655415843133074,33.032666666666664,6.979999999999997
2025-11-11,North Mandi,Grain,Rice,32.9,40.22,36.56,0.09,2025,11,1,11,0,34.92,33.29,34.05,31.43,34.08857142857143,2.4867678391266144,33.11066666666667,7.32
2025-11-12,North Mandi,Grain,Rice,32.55,39.79,36.17,0.02,2025,11,2,12,0,36.56,34.67,38.01,32.93,34.44714285714286,2.655514477998073,33.22,7.240000000000002
2025-11-13,North Mandi,Grain,Rice,31.72,38.78,35.25,8.1,2025,11,3,13,0,36.17,34.92,34.07,32.09,34.184285714285714,2.313048905253719,33.401666666666664,7.060000000000002
2025-11-14,North Mandi,Grain,Rice,36.77,44.95,40.86,1.73,2025,11,4,14,0,35.25,36.56,29.61,35.75,34.35285714285715,2.3460940183328898,33.57366666666666,8.18
2025-11-15,North Mandi,Grain,Rice,32.36,39.56,35.96,0.73,2025,11,5,15,1,40.86,36.17,33.29,36.5,35.96,2.4080697664313067,33.859,7.200000000000003
2025-11-16,North Mandi,Grain,Rice,35.14,42.94,39.04,0.37,2025,11,6,16,1,35.96,35.25,34.67,35.48,36.34142857142857,2.107347689802252,33.944,7.799999999999997
2025-11-17,North Mandi,Grain,Rice,29.44,35.98,32.71,0.44,2025,11,0,17,0,39.04,40.86,34.92,37.84,36.965714285714284,2.17585122915821,34.06133333333333,6.539999999999996
2025-11-18,North Mandi,Grain,Rice,31.72,38.76,35.24,0.89,2025,11,1,18,0,32.71,35.96,36.56,34.05,36.65,2.634210824263565,34.150999999999996,7.039999999999999
2025-11-19,North Mandi,Grain,Rice,26.07,31.87,28.97,0.26,2025,11,2,19,0,35.24,39.04,36.17,38.01,36.46142857142858,2.6884160675724247,34.29966666666667,5.800000000000001
2025-11-20,North Mandi,Grain,Rice,30.6,37.4,34.0,2.47,2025,11,3,20,0,28.97,32.71,35.25,34.07,35.432857142857145,3.9157022115483,34.098333333333336,6.799999999999997
2025-11-21,North Mandi,Grain,Rice,30.53,37.31,33.92,1.52,2025,11,4,21,0,34.0,35.24,40.86,29.61,35.254285714285714,3.9537486732756513,34.040333333333336,6.780000000000001
2025-11-22,North Mandi,Grain,Rice,36.32,44.39,40.35,0.17,2025,11,5,22,1,33.92,28.97,35.96,33.29,34.26285714285714,3.089459037251888,33.932,8.07
2025-11-23,North Mandi,Grain,Rice,29.59,36.17,32.88,0.64,2025,11,6,23,1,40.35,34.0,39.04,34.67,34.89,3.8446586324406407,34.382,6.580000000000002
2025-11-24,North Mandi,Grain,Rice,28.55,34.89,31.72,1.79,2025,11,0,24,0,32.88,33.92,32.71,34.92,34.010000000000005,3.417728290351187,34.52466666666667,6.34
2025-11-25,North Mandi,Grain,Rice,31.71,38.75,35.23,0.55,2025,11,1,25,0,31.72,40.35,35.24,36.56,33.86857142857143,3.499982993155983,34.56633333333333,7.039999999999999
2025-11-26,North Mandi,Grain,Rice,33.08,40.44,36.76,0.94,2025,11,2,26,0,35.23,32.88,28.97,36.17,33.86714285714286,3.499331909025488,34.80833333333333,7.359999999999999
2025-11-27,North Mandi,Grain,Rice,30.39,37.15,33.77,1.03,2025,11,3,27,0,36.76,31.72,34.0,35.25,34.98,2.8632557226579824,34.87533333333333,6.759999999999998
2025-11-28,North Mandi,Grain,Rice,31.07,37.97,34.52,0.56,2025,11,4,28,0,33.77,35.23,33.92,40.86,34.94714285714286,2.8776594325118032,34.95333333333333,6.899999999999999
2025-11-29,North Mandi,Grain,Rice,30.4,37.16,33.78,0.23,2025,11,5,29,1,34.52,36.76,40.35,35.96,35.03285714285715,2.8507760012888013,35.00633333333334,6.759999999999998
2025-11-30,North Mandi,Grain,Rice,32.34,39.52,35.93,1.51,2025,11,6,30,1,33.78,33.77,32.88,39.04,34.09428571428571,1.62751197786542,35.06266666666667,7.18
2025-12-01,North Mandi,Grain,Rice,33.11,40.47,36.79,1.04,2025,12,0,1,0,35.93,34.52,31.72,32.71,34.529999999999994,1.6562608490211497,35.068666666666665,7.359999999999999
2025-12-02,North Mandi,Grain,Rice,35.26,43.1,39.18,1.62,2025,12,1,2,0,36.79,33.78,35.23,35.24,35.254285714285714,1.2909022315531768,35.07833333333333,7.840000000000003
2025-12-03,North Mandi,Grain,Rice,37.08,45.32,41.2,0.7,2025,12,2,3,0,39.18,35.93,36.76,28.97,35.81857142857143,1.9655485118361906,35.20166666666667,8.240000000000002
2025-12-04,North Mandi,Grain,Rice,38.1,46.56,42.33,1.69,2025,12,3,4,0,41.2,36.79,33.77,34.0,36.45285714285715,2.841289110513826,35.31366666666666,8.46
2025-12-05,North Mandi,Grain,Rice,31.69,38.73,35.21,5.96,2025,12,4,5,0,42.33,39.18,34.52,33.92,37.675714285714285,3.2993173897180768,35.589666666666666,7.039999999999996
2025-12-06,North Mandi,Grain,Rice,38.09,46.55,42.32,0.44,2025,12,5,6,1,35.21,41.2,33.78,40.35,37.77428571428572,3.1980768030327424,35.49633333333334,8.459999999999994
2025-12-07,North Mandi,Grain,Rice,38.1,46.56,42.33,0.11,2025,12,6,7,1,42.32,42.33,35.93,32.88,38.99428571428571,3.045668274467254,35.77133333333334,8.46
2025-12-08,North Mandi,Grain,Rice,33.66,41.14,37.4,0.79,2025,12,0,8,0,42.33,35.21,36.79,31.72,39.90857142857143,2.930935166867773,36.19533333333333,7.480000000000004
2025-12-09,North Mandi,Grain,Rice,31.7,38.74,35.22,0.73,2025,12,1,9,0,37.4,42.32,39.18,35.23,39.99571428571428,2.8300933856376282,36.33233333333333,7.040000000000003
2025-12-10,North Mandi,Grain,Rice,37.92,46.34,42.13,0.65,2025,12,2,10,0,35.22,42.33,41.2,36.76,39.43,3.3654717351362766,36.35066666666667,8.420000000000002
2025-12-11,North Mandi,Grain,Rice,33.98,41.54,37.76,0.24,2025,12,3,11,0,42.13,37.4,42.33,33.77,39.56285714285714,3.4639077849819198,36.591,7.560000000000002
2025-12-12,North Mandi,Grain,Rice,33.75,41.25,37.5,2.06,2025,12,4,12,0,37.76,35.22,35.21,34.52,38.910000000000004,3.281300555166262,36.63099999999999,7.5
2025-12-13,North Mandi,Grain,Rice,32.89,40.19,36.54,0.58,2025,12,5,13,1,37.5,42.13,42.32,33.78,39.237142857142864,2.948178614476791,36.675333333333334,7.299999999999997
2025-12-14,North Mandi,Grain,Rice,36.05,44.07,40.06,0.21,2025,12,6,14,1,36.54,37.76,42.33,35.93,38.41142857142857,2.7431273428422203,36.718333333333334,8.020000000000003
2025-12-15,North Mandi,Grain,Rice,35.86,43.82,39.84,1.26,2025,12,0,15,0,40.06,37.5,37.4,36.79,38.08714285714286,2.3012656972902445,36.69166666666667,7.960000000000001
2025-12-16,North Mandi,Grain,Rice,33.01,40.35,36.68,0.05,2025,12,1,16,0,39.84,36.54,35.22,39.18,38.43571428571429,2.363781272614477,36.821,7.340000000000003
2025-12-17,North Mandi,Grain,Rice,34.89,42.65,38.77,0.06,2025,12,2,17,0,36.68,40.06,42.13,41.2,38.644285714285715,2.080143081159632,36.742333333333335,7.759999999999998
2025-12-18,North Mandi,Grain,Rice,34.35,41.99,38.17,0.68,2025,12,3,18,0,38.77,39.84,37.76,42.33,38.16428571428571,1.4268129653518675,36.94433333333333,7.640000000000001
2025-12-19,North Mandi,Grain,Rice,37.98,46.42,42.2,1.92,2025,12,4,19,0,38.17,36.68,37.5,35.21,38.222857142857144,1.4158238389213915,37.04200000000001,8.440000000000005
